Date,Agent_ID,Break[10003],Extended Wrap Up[10048],Go To Logout[10025],Lunch[10001],Undefined[0],CTI Failure[50002],Outbound Calls[32],RONA[32767],Administration[11043],Computer Issues[10030],Meeting[10007],[50003],Training[10005],[32762],[999],Member Facing Work[11494],Missed Tasks[50010]
5/19/21,13,,,,,100.0,,,,,,,,,,,,
5/19/21,6,2.4,37.2,0.1,58.0,2.4,,,,,,,,,,,,
5/19/21,3,40.0,48.8,0.1,78.6,11.2,,,,,6.9,,0.0,,,,,
5/19/21,4,14.4,1.7,0.1,80.2,2.5,,,1.1,,,,,,,,,
5/19/21,13,16.7,29.5,0.1,50.8,0.2,,,2.8,,,,,,,,,
5/19/21,2,33.8,,0.2,65.9,0.1,,,,,,,,,,,,
5/19/21,7,,10.6,0.6,84.0,4.3,,,0.5,,,,,,,,,
5/19/21,18,54.7,44.3,0.4,,0.6,,,,,,,,,,,,
5/19/21,5,13.7,31.5,0.0,54.3,0.4,,,0.1,0.0,,,,,,,,
5/19/21,14,37.6,61.6,0.5,,0.4,,,,,,,,,,,,
5/19/21,3,,10.0,0.1,89.6,0.3,,,,,,,,,,,,
5/19/21,14,89.2,10.3,0.3,,0.2,,,,,,,,,,,,
5/20/21,8,,,,,100.0,,,,,,,,,,,,
5/20/21,8,,,,94.0,6.0,,,,,,,,,,,,
5/20/21,12,,64.5,,,35.5,,,,,,,0.0,,,,,
5/20/21,16,16.8,11.8,,59.4,11.9,,0.1,0.1,,,,0.0,,,,,
5/20/21,6,3.8,34.5,0.1,57.9,3.7,,,0.7,,,,,,,,,
5/20/21,7,,22.6,0.4,73.0,3.9,,,,,,,,,,,,
5/20/21,11,,,2.2,,30.9,,,1.8,,65.1,,,,,,,
5/20/21,13,57.0,40.7,,,2.3,,,,0.0,,,0.0,,,,,
5/20/21,2,36.3,,0.1,63.5,0.1,,,,,,,,,,,,
5/20/21,3,4.5,11.1,,82.0,2.3,,,,,,,0.0,,,,,
5/20/21,11,15.6,11.4,,68.5,0.6,,3.9,,,,,0.0,,,,,
5/20/21,18,41.2,56.6,0.2,,2.0,,,,,,,,,,,,
5/20/21,5,13.0,39.9,0.0,46.3,0.8,,,,,,,,,,,,
5/20/21,12,11.7,,,86.5,1.7,,,,,,,,,,,,
5/20/21,14,19.9,79.5,0.3,,0.3,,,,,,,,,,,,
5/20/21,12,27.4,65.8,0.2,,2.9,,,3.7,,,,,,,,,
5/20/21,13,35.7,,1.3,,63.0,,,,,,,,,,,,
5/20/21,3,51.7,46.1,,,1.0,,1.3,,,,,0.0,,,,,
5/20/21,14,64.6,33.4,0.7,,1.2,,,,,,,,,,,,
5/20/21,16,,,16.0,,84.0,,,,,64.0,,,,,,,
5/20/21,3,,,40.0,,60.0,,,,,,,,,,,,
5/21/21,8,0.1,12.3,0.1,70.5,17.0,,,,,,,,,,,,
5/21/21,12,71.8,24.3,0.2,,3.7,,,0.1,,,,,,,,,
5/21/21,16,6.1,14.3,0.1,48.6,10.2,,,,0.0,,20.7,,0.0,,,,
5/21/21,13,70.4,31.8,0.1,44.8,29.6,,,,16.2,,,0.0,,,,,
5/21/21,4,6.4,89.7,0.1,88.6,1.5,,3.5,,,,,0.0,,,,,
5/21/21,2,34.5,,0.1,64.9,0.1,,,0.4,,,,,,,,,
5/21/21,3,62.0,37.1,0.3,,0.5,,,,,0.2,,,,,,,
5/21/21,18,39.6,59.8,0.3,,0.3,,,,,,,,,,,,
5/21/21,5,8.5,52.6,0.0,38.6,0.2,,,0.1,0.0,,,,,,,,
5/21/21,14,60.2,39.0,0.3,,0.5,,,,,,,,,,,,
5/21/21,13,30.4,65.5,,,3.2,,,1.0,,,,,,,,,
5/21/21,11,9.6,13.5,0.1,57.2,0.8,,0.4,,,5.0,13.6,,,,,,
5/21/21,13,6.2,30.7,0.1,60.7,0.2,,,2.3,,,,,,,,,
5/21/21,7,42.1,31.7,1.0,,18.9,,,6.3,,,,,,,,,
5/21/21,14,11.9,87.6,0.3,,0.3,,,,,,,,,,,,
5/24/21,8,3.4,14.1,0.1,66.3,16.2,,,,,,,,,,,,
5/24/21,4,7.5,13.3,0.1,76.3,2.4,,,0.4,,,,,,,,,
5/24/21,16,4.6,22.3,0.0,64.1,8.9,,,,0.0,,,,0.0,,,,
5/24/21,13,10.0,45.1,0.5,39.2,5.1,,,0.1,,,,,0.0,,,,
5/24/21,6,3.3,48.6,0.1,42.9,3.5,,,,1.6,,,,,,,,
5/24/21,3,,36.9,,56.3,6.1,,0.6,,0.0,,,,,,,,
5/24/21,2,33.6,,0.1,65.2,0.1,,,,1.0,,,,,,,,
5/24/21,5,10.3,57.4,0.0,31.0,1.1,,0.2,,0.0,,,,0.0,,,0.0,
5/24/21,14,12.2,86.3,0.1,,0.2,,,1.3,,,,,,,,,
5/24/21,3,,,,,100.0,,,,,,,0.0,,,,,
5/24/21,3,13.3,85.9,0.2,,0.6,,,,,,,,,,,,
5/24/21,14,51.7,47.6,0.2,,0.2,,,0.5,,,,,,,,,
5/25/21,8,,11.4,0.1,70.8,17.7,,,,,,,,,,,,
5/25/21,4,14.6,10.9,0.1,71.8,2.1,,,0.6,,0.0,,,,,,,
5/25/21,16,7.1,10.0,0.4,64.7,17.8,,,,0.0,,,,,,,,
5/25/21,6,3.5,48.8,0.0,38.5,2.9,,,,6.2,,,,,,,,
5/25/21,13,50.9,22.5,1.3,,18.9,,,6.4,,,,,,,,,
5/25/21,2,33.0,4.7,0.1,62.0,0.1,,,,,,,,,,,,
5/25/21,12,12.1,27.1,0.1,49.0,0.5,,0.3,,,,11.0,,,,,,
5/25/21,14,21.9,73.5,0.1,,0.2,,,0.3,3.8,,,,,,,,
5/25/21,5,6.3,58.0,0.0,35.2,0.4,,,0.0,0.0,,,,,,,,
5/25/21,14,13.4,86.1,0.2,,0.2,,,,,,,,,,,,
5/26/21,8,,20.0,0.1,64.6,15.3,,,,,,,,,,,,
5/26/21,4,20.1,1.6,0.1,72.9,0.3,,3.1,1.8,,,,,,,,,
5/26/21,13,20.0,53.8,,,24.4,,,1.9,0.0,,,,,,,,
5/26/21,16,15.4,21.0,0.2,51.1,7.4,,,,,,4.8,,,,,0.0,
5/26/21,6,1.7,40.4,0.1,52.5,3.9,,,,1.5,,,,,,,,
5/26/21,11,7.4,28.5,0.1,59.1,1.2,,,,,,3.7,,,,,,
5/26/21,12,11.5,18.3,0.1,69.9,0.2,,,,,,,,,,,,
5/26/21,5,8.2,46.3,,44.9,0.5,,,,,,,,,,,,
5/26/21,14,22.8,70.7,0.1,,0.1,,,,6.3,,,,,,,,
5/26/21,13,,,,,100.0,,,,,,,0.0,,,,,
5/26/21,13,41.2,49.3,8.4,,1.0,,,0.2,,,,,,,,,
5/26/21,14,22.9,54.5,0.1,,0.1,,,0.0,22.4,,,,,,,,
5/26/21,5,19.8,79.6,0.1,,0.3,,,0.2,,,,,,,,,
5/27/21,8,4.8,12.2,0.1,67.1,15.9,,,,,,,,,,,,
5/27/21,4,12.3,2.0,0.1,63.9,0.1,,,21.5,,,,,,,,,
5/27/21,16,16.1,16.9,0.1,58.9,8.0,,,,,,,,,,,,
5/27/21,6,2.5,49.6,0.1,44.4,3.4,,,,,,,,,,,,
5/27/21,11,19.5,11.9,0.1,66.8,0.8,,0.9,,,,,,,,,,
5/27/21,12,9.6,24.6,0.1,61.7,0.1,,4.1,,,,,,,,,,
5/27/21,5,12.8,49.9,0.0,37.0,0.3,,,,0.0,,,,,,,,
5/27/21,14,18.0,80.5,0.3,,0.4,,,0.9,,,,,,,,,
5/27/21,14,29.2,38.8,0.4,,1.1,,,0.3,27.8,2.3,,,,,,,
5/28/21,12,20.2,5.6,0.1,61.2,13.0,,,,,,,,,,,,
5/28/21,4,,,,,100.0,,,,,,,0.0,,,,,
5/28/21,16,11.6,12.7,0.1,64.5,11.1,,,,0.0,,,,,,,,
5/28/21,13,7.4,43.7,0.1,43.4,5.4,,,0.2,,,,,,,,,
5/28/21,6,10.2,43.2,0.0,44.1,2.5,,,,,,,,,,,,
5/28/21,2,34.0,,0.1,60.7,2.6,,,,2.6,,,,,,,,
5/28/21,11,11.8,18.9,0.1,68.7,0.4,,0.1,,,,,,,,,,
5/28/21,3,7.8,29.2,0.1,61.1,1.6,,0.2,,0.0,,,,,,,,
5/28/21,4,8.9,1.6,0.1,74.2,0.1,,,15.2,,,,,,,,,
5/28/21,5,8.1,47.4,0.0,44.1,0.5,,,,,,,,,,,,
5/28/21,14,23.8,75.6,0.3,,0.3,,,,,,,,,,,,
5/28/21,14,12.9,38.2,0.2,,0.1,,,1.2,47.3,,,,,,,,
6/1/21,12,16.2,23.5,0.1,59.0,1.3,,,,,,,,,,,,
6/1/21,16,7.8,24.3,0.0,53.5,14.3,,,,0.1,,,,0.0,,,,
6/1/21,13,19.5,51.5,,,29.0,,,,,,,0.0,,,,,
6/1/21,4,9.3,11.1,0.1,76.1,0.1,,2.6,0.8,,,,,,,,,
6/1/21,11,2.5,7.8,0.1,85.0,1.6,,0.1,,,,3.0,,,,,,
6/1/21,6,6.6,49.6,0.1,43.5,0.1,,0.1,1.3,,,,,,,,,
6/1/21,2,33.5,,0.2,64.0,0.1,,,,,2.2,,,,,,,
6/1/21,18,53.8,40.4,0.2,,5.6,,,,,,,,,,,,
6/1/21,5,8.8,57.1,0.0,33.5,0.5,,,,0.0,,,,,,,,
6/1/21,13,16.2,26.1,0.1,56.0,1.5,,,0.1,0.0,,,,0.0,,,,
6/1/21,14,15.4,83.9,0.3,,0.2,,,0.2,,,,,,,,,
6/1/21,14,61.8,33.9,0.4,,0.4,,,1.3,2.3,,,,,,,,
6/2/21,8,,6.1,0.1,75.8,18.0,,,,,,,,,,,,
6/2/21,12,14.6,12.2,0.1,73.0,0.1,,,,,,,,,,,,
6/2/21,16,7.0,18.7,0.0,52.1,9.2,,,,0.0,,12.9,,,,,,
6/2/21,3,9.2,7.8,,76.7,6.4,,,,,,,,,,,,
6/2/21,11,4.0,12.0,0.8,47.7,1.6,,,,,0.0,33.9,,,,,,
6/2/21,6,19.1,40.5,0.1,,4.9,,,,35.4,,,,,,,,
6/2/21,4,8.6,8.4,0.7,81.5,0.1,,,0.7,,,,,,,,,
6/2/21,2,34.3,,0.5,65.1,0.1,,,,,,,,,,,,
6/2/21,18,45.4,52.0,0.4,,2.3,,,,,,,,,,,,
6/2/21,5,7.6,55.2,0.0,36.9,0.3,,,,,,,,,,,,
6/2/21,14,28.4,71.4,0.1,,0.1,,,,,,,,,,,,
6/2/21,3,22.1,60.7,,,17.2,,,,,,,0.0,,,,,
6/2/21,7,,99.0,0.6,,0.4,,,,,,,,,,,,
6/2/21,6,,11.7,0.1,,0.2,,,,88.1,,,,,,,,
6/2/21,14,18.6,81.1,0.2,,0.1,,,,,,,,,,,,
6/2/21,3,,98.0,0.7,,1.3,,,,,,,,,,,,
6/3/21,8,,2.9,0.1,78.3,18.8,,,,,,,,,,,,
6/3/21,12,13.3,17.1,0.1,69.4,0.2,,,0.0,,,,,,,,,
6/3/21,16,11.0,11.2,0.1,33.0,5.5,,,,0.0,,39.2,,,,,,
6/3/21,6,5.4,26.4,0.0,30.0,1.8,,,4.9,0.7,0.3,35.4,,,,,,
6/3/21,3,3.7,57.1,,14.8,42.9,,,0.1,76.1,,,0.0,,,,,
6/3/21,4,,,,,100.0,,,,,,,0.0,,,,,
6/3/21,4,,,,,100.0,,,,,,,0.0,,,,,
6/3/21,4,9.5,3.7,0.6,84.2,0.1,,1.9,,,,,,,,,,
6/3/21,18,64.2,33.0,1.1,,1.7,,,,,,,,,,,,
6/3/21,5,5.8,36.4,0.0,26.7,0.6,,,0.0,,,30.5,,,,,,
6/3/21,14,32.3,65.9,0.2,,0.3,,,1.3,,,,,,,,,
6/3/21,3,5.5,15.5,,78.4,0.4,,0.2,,0.0,,,0.0,,,,,
6/3/21,7,,85.8,0.8,,13.4,,,,,,,,,,,,
6/3/21,11,12.1,,0.2,,2.2,,,,,,85.5,,,,,,
6/3/21,3,,92.1,,,7.9,,,,,,,0.0,,,,,
6/3/21,14,29.9,69.7,0.2,,0.2,,,,,,,,,,,,
6/3/21,3,,,,,100.0,,,,,,,0.0,,,,,
6/3/21,3,31.4,66.1,0.8,,1.7,,,,,,,,,,,,
6/3/21,6,,91.9,,,8.1,,,,,,,0.0,,,,,
6/3/21,6,,,22.2,,77.8,,,,,,,,,,,,
6/4/21,8,,,,80.6,19.4,,,,,,,0.0,,,,,
6/4/21,12,37.9,10.5,0.1,51.4,0.1,,,0.1,,,,,,,,,
6/4/21,16,3.3,13.7,,70.1,12.9,,,,0.0,,,0.0,0.0,,,,
6/4/21,11,7.9,31.8,,,37.0,,,,,,23.4,0.0,,,,,
6/4/21,13,70.2,2.5,0.3,,12.0,,,15.0,0.1,,,,,,,,
6/4/21,7,,28.8,0.1,63.5,7.3,,,0.1,,,,,,,,0.2,
6/4/21,6,11.1,37.5,0.0,50.8,0.6,,,,17.5,,,,,,,,
6/4/21,3,7.6,18.2,0.1,67.2,3.2,,0.2,,3.6,,,,,,,,
6/4/21,18,58.2,38.7,0.4,,2.7,,,,,,,,,,,,
6/4/21,5,,73.8,,,21.6,,,4.6,,,,0.0,,,,,
6/4/21,14,59.4,33.8,0.1,,0.5,,,1.2,5.0,,,,,,,,
6/4/21,5,12.4,49.7,0.0,36.2,0.7,,0.9,,,,,,,,,,
6/4/21,11,6.6,13.3,0.1,79.8,0.2,,0.1,,,,,,,,,,
6/4/21,14,25.9,71.6,0.3,,0.6,,,0.1,1.7,,,,,,,,
6/4/21,16,,,,,100.0,,,,,,,,,,,,
6/4/21,8,,,36.4,,63.6,,,,,,,,,,,,
6/4/21,16,96.5,,2.1,,1.4,,,,,,,,,,,,
6/7/21,8,,9.4,0.1,72.9,17.6,,,,,,,,,,,,
6/7/21,4,5.1,23.1,0.1,70.6,0.3,,,0.8,,,,,,,,,
6/7/21,16,,24.1,,48.3,27.5,,,,,,,,0.1,,,,
6/7/21,7,,13.1,0.8,73.6,12.5,,,,,,,,,,,,
6/7/21,13,9.5,22.1,0.1,62.6,4.7,,,1.0,0.0,,,,,,,,
6/7/21,12,21.7,17.3,0.1,57.1,3.3,,0.5,,,,,,,,,,
6/7/21,2,32.7,,0.2,65.5,0.2,,,1.5,,,,,,,,,
6/7/21,3,22.0,68.5,,,7.4,,2.1,,,,,0.0,,,,,
6/7/21,18,55.8,42.2,0.3,,1.6,,,,,,,,,,,,
6/7/21,5,7.1,57.8,0.0,34.7,0.4,,,,,,,,,,,,
6/7/21,14,23.5,74.5,0.2,,0.1,,,1.3,0.4,,,,,,,,
6/7/21,3,,,,99.3,0.7,,,,,,,0.0,,,,,
6/7/21,3,33.4,61.1,0.3,,0.6,,4.7,,,,,,,,,,
6/7/21,16,43.5,47.1,0.2,,9.0,,,,,,,,0.2,,,,
6/7/21,14,14.4,85.0,0.4,,0.2,,,,,,,,,,,,
6/8/21,8,,8.9,0.1,73.0,18.0,,,,,,,,,,,,
6/8/21,12,24.9,14.3,0.1,60.5,0.4,,,,,,,,,,,,
6/8/21,16,27.5,25.7,,,46.7,,,,0.0,,,0.0,,,,,
6/8/21,13,7.5,26.0,,62.6,3.8,,,,0.0,,,0.0,,,,,
6/8/21,6,5.3,43.9,0.1,45.2,1.5,,,,4.1,,,,,,,,
6/8/21,11,13.7,8.0,0.1,78.1,0.1,,,,0.0,,,,,,,,
6/8/21,18,44.0,53.9,0.7,,1.4,,,,,,,,,,,,
6/8/21,5,12.0,47.9,0.1,39.1,0.9,,,,0.0,,,,,,,,
6/8/21,14,27.8,69.9,0.1,,0.1,,,0.9,1.2,,,,,,,,
6/8/21,16,,89.2,,,10.9,,,,,,,0.0,,,,,
6/8/21,13,54.7,43.6,0.2,,1.5,,,,0.0,,,,,,,,
6/8/21,14,11.5,76.7,0.2,,0.2,,,3.0,8.4,,,,,,,,
6/8/21,3,,74.6,0.5,,4.0,,,,,,,,21.0,,,,
6/8/21,16,64.5,23.4,2.8,,9.4,,,,,,,,,,,,
6/9/21,8,,5.6,,76.7,17.7,,,,,,,0.0,,,,,
6/9/21,12,19.4,16.8,,63.2,0.7,,,,,,,0.0,,,,,
6/9/21,2,34.8,,0.1,62.8,2.3,,,,,,,,,,,,
6/9/21,11,6.0,10.3,0.1,74.2,0.3,,,,,1.7,,,7.4,,,,
6/9/21,16,28.1,29.4,,42.3,0.3,,,,0.0,,,,,,,,
6/9/21,7,,97.6,,,1.4,,,,,,,0.0,1.0,,,,
6/9/21,18,43.4,52.9,0.2,,3.5,,,,,,,,,,,,
6/9/21,5,8.9,59.6,0.0,31.1,0.4,,,0.0,,,,,,,,,
6/9/21,14,22.1,77.3,0.1,,0.2,,,0.3,,,,,,,,,
6/9/21,7,,,,93.2,4.5,,,2.2,,,,0.0,,,,,
6/9/21,16,,,,,100.0,,,,,,,,,,,,
6/9/21,8,,98.4,0.5,,1.2,,,,,,,,,,,,
6/9/21,16,57.1,41.9,0.1,,0.9,,,,,,,,,,,,
6/9/21,12,56.6,40.0,0.4,,3.0,,,,,,,,,,,,
6/9/21,14,26.3,68.2,0.1,,0.3,,,2.7,1.9,,,,,,,0.5,
6/9/21,7,,,84.6,,15.4,,,,,,,,,,,,
6/10/21,8,2.4,4.8,0.1,73.2,19.6,,,,,,,,,,,,
6/10/21,4,7.4,4.1,85.0,82.7,15.0,,2.3,1.4,,,,0.0,,,,,
6/10/21,13,18.8,33.4,0.0,44.8,2.9,,,,0.1,,,,,,,,
6/10/21,3,7.6,21.1,0.1,64.8,6.4,,,,,,,,,,,,
6/10/21,12,96.7,,,,3.3,,,,,,,0.0,,,,,
6/10/21,2,34.3,,0.3,65.4,0.1,,,,,,,,,,,,
6/10/21,7,12.7,29.1,0.5,51.1,6.6,,,0.0,,,,,,,,,
6/10/21,18,48.8,49.2,0.2,,1.8,,,,,,,,,,,,
6/10/21,5,7.2,44.7,0.0,47.7,0.4,,,,0.0,,,,,,,,
6/10/21,14,20.2,55.8,0.2,,0.2,,,,23.7,,,,,,,,
6/10/21,12,2.2,11.1,0.2,79.3,3.0,,,,,,4.2,,,,,,
6/10/21,18,,,4.3,,95.7,,,,,,,,,,,,
6/10/21,4,91.7,,7.7,,0.6,,,,,,,,,,,,
6/10/21,14,97.3,,1.2,,1.5,,,,,,,,,,,,
6/10/21,3,,,23.2,,76.8,,,,,,,,,,,,
6/10/21,11,,43.3,1.2,,55.5,,,,,,,,,,,,
6/10/21,8,84.0,56.0,40.0,,60.0,,,,,,,,,,,,
6/10/21,3,,,20.0,,80.0,,,,,,,,,,,,
6/10/21,14,,97.4,1.2,,1.5,,,,,,,,,,,,
6/10/21,2,,,35.3,,64.7,,,,,,,,,,,,
6/10/21,7,,87.9,9.8,,2.3,,,,,,,,,,,,
6/11/21,8,,4.6,0.1,76.8,18.5,,,,,,,,,,,,
6/11/21,4,,,,,100.0,,,,,,,0.0,,,,,
6/11/21,6,8.5,35.8,0.0,52.0,3.7,,,,,,,,,,,,
6/11/21,13,20.3,16.5,0.1,60.3,2.8,,,,,,,,,,,,
6/11/21,11,9.1,8.4,0.1,82.1,0.3,,,,,,,,,,,,
6/11/21,2,38.6,50.3,0.2,59.8,1.5,,,,,,,,,,,,
6/11/21,7,,85.4,5.7,,8.9,,,,,,,,,,,,
6/11/21,18,44.8,49.9,0.3,,5.0,,,,,,,,,,,,
6/11/21,5,8.9,53.6,0.0,37.0,0.4,,,,0.0,,,,,,,,
6/11/21,14,25.0,66.5,0.1,,0.2,,,2.5,5.8,,,,,,,,
6/11/21,4,9.7,,,90.0,0.1,,,0.2,,,,,,,,,
6/11/21,12,3.9,1.4,,93.7,0.3,,,,,0.7,,,,,,,
6/11/21,4,95.6,,0.6,,2.1,,,1.7,,,,,,,,,
6/11/21,7,93.1,,1.1,,5.4,,,0.4,,,,,,,,,
6/11/21,12,,92.9,1.5,,4.6,,,0.9,,,,,,,,,
6/11/21,14,16.4,21.3,0.2,,0.5,,,,61.5,,,,,,,,
6/14/21,8,,10.7,,53.4,35.9,,,,,,,,,,,,
6/14/21,12,65.1,,1.2,,1.9,,,20.3,,11.5,,,,,,,
6/14/21,16,3.6,27.4,0.1,61.3,7.7,,,,,,,,,,,,
6/14/21,13,8.8,28.5,0.1,57.9,3.6,,0.1,1.1,0.1,,,0.0,,,,,
6/14/21,2,30.3,7.8,0.2,58.7,2.6,,6.0,0.5,,,,,,,,,
6/14/21,7,,29.5,0.5,67.4,2.6,,,,,,,,,,,,
6/14/21,6,6.3,44.4,0.0,48.6,0.6,,,,,,,,,,,,
6/14/21,14,10.9,24.6,0.5,,0.0,42.4,,0.0,21.7,,,,,,,,
6/14/21,8,6.8,13.4,0.5,49.0,2.7,,27.7,,,,,,,,,,
6/14/21,12,,74.3,0.7,,11.7,,,,,13.3,,,,,,,
6/14/21,12,76.8,20.9,0.3,,2.0,,,,,,,,,,,,
6/14/21,3,,59.5,,,16.2,,,24.3,,,,,,,,,
6/14/21,3,,,61.9,,38.1,,,,,,,,,,,,
6/15/21,8,,10.2,0.1,64.1,15.6,,10.0,,,,,,,,,,
6/15/21,12,14.1,23.3,0.1,62.5,0.1,,,,,,,,,,,,
6/15/21,4,12.0,,0.0,47.9,22.7,,16.5,0.8,,,,,,,,,
6/15/21,16,16.4,19.0,0.4,54.2,9.9,,,,,,0.0,,,,,,
6/15/21,6,3.6,36.0,,56.2,4.2,,,0.0,,,,0.0,,,,,
6/15/21,13,20.0,25.0,0.1,52.8,1.7,,,0.5,,,,,,,,,
6/15/21,2,24.7,,0.3,73.4,0.3,,,1.3,,,,,,,,,
6/15/21,18,35.8,59.7,0.6,,3.9,,,,,,,,,,,,
6/15/21,5,8.2,39.6,,51.0,1.2,,,,,,,0.0,,,,,
6/15/21,14,18.3,1.1,0.1,,0.1,,,0.1,80.3,,,,,,,,
6/15/21,3,19.1,11.8,0.3,,66.1,,2.8,,,,,,,,,,
6/15/21,2,97.1,,1.0,,2.0,,,,,,,,,,,,
6/15/21,7,,,,,100.0,,,,,,,0.0,,,,,
6/15/21,7,,98.5,1.2,,0.3,,,,,,,,,,,,
6/15/21,14,17.3,40.2,0.1,,0.2,,,,42.2,,,,,,,,
6/15/21,5,27.5,71.1,0.2,,1.2,,,,,,,,,,,,
6/15/21,6,24.9,64.2,0.9,,10.1,,,,,,,,,,,,
6/16/21,8,,22.5,0.1,54.7,13.0,,9.7,,,,,,,,,,
6/16/21,12,8.0,13.9,0.1,54.7,0.3,,,,23.0,,,,,,,,
6/16/21,3,4.9,9.9,,75.9,9.2,,0.1,,,,,0.0,,,,,
6/16/21,6,6.8,40.8,0.1,49.5,2.9,,,,,,,,,,,,
6/16/21,11,20.9,1.4,0.1,72.3,1.8,,3.5,,,,,,,,,,
6/16/21,2,29.7,1.8,0.2,68.2,0.1,,,,,,,,,,,,
6/16/21,13,21.4,27.5,0.1,51.0,0.1,,,0.0,20.9,,33.5,,,,,,
6/16/21,4,,,,,100.0,,,,,,,0.0,,,,,
6/16/21,18,49.6,47.6,1.2,,1.6,,,,,,,,,,,,
6/16/21,5,8.2,45.1,,46.1,0.5,,,0.0,,,,0.0,,,,,
6/16/21,14,33.1,49.4,0.3,,0.6,,,,16.7,,,,,,,,
6/16/21,4,,,,,100.0,,,,,,,0.0,,,,,
6/16/21,4,,,,,100.0,,,,,,,0.0,,,,,
6/16/21,4,,,,,100.0,,,,,,,0.0,,,,,
6/16/21,4,,,,,100.0,,,0.0,,,,,,,,,
6/16/21,4,,,,,100.0,,,,,,,0.0,,,,,
6/16/21,4,17.0,,0.4,82.5,0.2,,,,,,,,,,,,
6/16/21,7,91.0,2.2,0.9,,5.9,,,,,,,,,,,,
6/16/21,3,45.0,51.2,1.2,,2.6,,,,,,,,,,,,
6/16/21,14,61.2,37.7,0.5,,0.6,,,,,,,,,,,,
6/16/21,5,25.9,65.3,0.2,,2.8,,5.9,,,,,,,,,,
6/17/21,8,3.3,0.6,0.1,77.6,18.4,,,,,,,,,,,,
6/17/21,12,20.8,17.7,0.1,61.4,0.1,,,,,,,,,,,,
6/17/21,16,2.4,16.7,,49.9,8.9,,1.0,,21.0,,,,,,,,
6/17/21,3,7.0,12.9,,73.8,6.2,,,,,0.1,,,,,,,
6/17/21,13,16.6,33.6,0.1,47.3,1.6,,,0.7,,0.2,,,,,,,
6/17/21,11,6.6,14.7,0.0,32.4,0.1,,1.1,7.7,,,45.1,,,,,,
6/17/21,7,,23.2,0.2,73.1,3.5,,,,,,,,,,,,
6/17/21,18,41.4,56.4,1.6,,0.7,,,,,,,,,,,,
6/17/21,5,5.5,42.1,0.0,22.9,0.4,,,,0.0,,29.2,,,,,,
6/17/21,3,,63.2,0.7,,20.8,,15.3,,,,,,,,,,
6/17/21,16,12.1,5.4,0.1,,3.2,,,,,,79.2,,,,,,
6/18/21,8,,9.9,0.1,72.4,17.7,,,,0.0,,,,,,,,
6/18/21,12,15.5,17.1,0.1,67.1,0.1,,,0.1,,,,,,,,,
6/18/21,11,,,,,100.0,,,,,,,0.0,,,,,
6/18/21,16,4.5,2.0,,58.2,2.4,,,,32.8,,,,,,,,
6/18/21,13,19.7,31.2,0.0,46.2,1.9,,0.2,1.1,0.0,,,0.0,,,,,
6/18/21,4,15.7,6.8,0.1,73.4,0.2,,3.0,1.0,,,,,,,,,
6/18/21,7,,32.3,0.4,67.1,0.2,,,,,,,,,,,,
6/18/21,18,42.3,52.0,2.9,,2.8,,,,,,,,,,,,
6/18/21,5,9.3,26.6,0.0,34.7,0.3,,0.1,,,,28.9,,,,,,
6/18/21,11,,,,,100.0,,,,,,,0.0,,,,,
6/18/21,11,6.2,5.2,2.6,39.6,0.1,,,,,,46.3,,,,,,
6/18/21,16,14.1,11.2,0.1,,0.6,,,,11.7,,62.3,,,,,,
6/18/21,3,,89.0,2.8,,8.3,,,,,,,,,,,,
6/21/21,8,,5.8,0.1,76.1,18.0,,,,,,,,,,,,
6/21/21,16,34.5,28.6,,,35.9,,,0.8,,,,,0.2,,,,
6/21/21,11,42.0,45.8,,,6.6,,,5.5,,,,0.0,,,,,
6/21/21,13,12.7,33.7,0.2,51.4,1.2,,,0.8,0.0,,,,,,,,
6/21/21,12,60.7,37.5,,72.8,1.9,,,,,,,0.0,,,,,
6/21/21,18,25.5,73.1,0.6,,0.8,,,,,,,,,,,,
6/21/21,5,7.7,62.7,0.0,29.4,0.2,,,,,,,,,,,,
6/21/21,14,24.0,75.7,0.2,,0.1,,,,,,,,,,,,
6/21/21,12,13.7,19.1,0.1,65.1,0.6,,,,,1.5,,,,,,,
6/21/21,4,,,38.1,,61.9,,,,,,,,,,,,
6/21/21,16,,20.9,1.0,,78.1,,,,,,,,,,,,
6/21/21,16,,89.7,,,10.0,,0.3,,,,,0.0,,,,,
6/21/21,4,16.3,,0.0,79.6,1.4,,,2.7,,,,,,,,,
6/21/21,16,19.9,5.1,0.0,73.6,1.4,,,,,,,,,,,,
6/21/21,11,39.8,52.3,1.7,,6.1,,,,,,,,,,,,
6/21/21,7,,99.4,0.5,,0.1,,,,,,,,,,,,
6/21/21,14,0.9,3.4,,,0.0,95.5,,,0.1,,,,,,,,
6/21/21,4,,,80.0,,20.0,,,,,,,,,,,,
6/22/21,8,,,,,100.0,,,,,,,,,,,,
6/22/21,8,,6.2,0.1,90.2,3.6,,,,,,,,,,,,
6/22/21,11,2.5,,,28.2,0.9,16.1,0.7,,0.3,,51.4,,,,,,
6/22/21,16,20.6,15.4,0.1,60.4,3.5,,,,,0.1,,,,,,,
6/22/21,7,,32.2,0.1,63.0,4.8,,,,,,,,,,,,
6/22/21,2,36.7,7.6,0.1,53.1,0.4,,,,2.3,,,,,,,,
6/22/21,12,12.3,15.5,0.1,71.9,0.1,,,0.1,,,,,,,,,
