Date,Agent_ID,Break[10003],Extended Wrap Up[10048],Go To Logout[10025],Lunch[10001],Undefined[0],CTI Failure[50002],Outbound Calls[32],RONA[32767],Administration[11043],Computer Issues[10030],Meeting[10007],[50003],Training[10005],[32762],[999],Member Facing Work[11494],Missed Tasks[50010]
3/16/21,12,20.1,4.4,0.1,73.3,2.1,,,,,,,,,,,,
3/16/21,2,34.9,6.2,0.1,58.3,0.1,,,0.4,,,,,,,,,
3/16/21,16,20.1,7.8,0.1,67.4,4.7,,,,,,,,,,,,
3/16/21,6,2.6,27.4,0.1,65.9,4.0,,,,,,,,,,,,
3/16/21,18,,,,,100.0,,,,,,,0.0,,,,,
3/16/21,14,31.3,66.1,0.8,,0.5,,,1.3,,,,,,,,,
3/16/21,18,,,,,100.0,,,,,,,0.0,,,,,
3/16/21,18,98.5,,0.8,,0.8,,,,,,,,,,,,
3/16/21,13,,8.0,0.1,91.0,0.7,,,,,0.3,,,,,,,
3/16/21,4,,,,,100.0,,,,,,,0.0,,,,,
3/16/21,7,59.4,29.8,0.5,,10.4,,,,,,,,,,,,
3/16/21,13,,,,,100.0,,,,,,,,,,,,
3/16/21,13,38.2,,0.8,,1.3,,,13.7,7.4,38.7,,,,,,,
3/16/21,13,43.4,,55.6,,1.0,,,,,,,,,,,,
3/16/21,14,32.7,64.3,0.7,,0.7,,,1.7,,,,,,,,,
3/16/21,4,,,71.4,,28.6,,,,,,,,,,,,
3/16/21,13,,,,,100.0,,,,,,,,,,,,
3/16/21,13,,,,,100.0,,,,,,,,,,,,
3/17/21,8,3.6,4.9,,71.6,19.8,,,,,,,0.0,,,,,
3/17/21,4,1.8,,0.2,80.2,17.5,,0.2,0.2,,,,,,,,,
3/17/21,11,23.8,,,,76.2,,,,,,,0.0,,,,,
3/17/21,16,11.1,4.5,0.0,39.9,4.0,,,,,,40.5,,,,,,
3/17/21,6,53.7,82.9,,,17.1,,,,,,,0.0,,,,,
3/17/21,12,15.9,16.5,,67.1,0.0,,,,,0.6,,0.0,,,,,
3/17/21,2,,,9.9,,90.1,,,,,,,,,,,,
3/17/21,1,,,,,3.0,97.1,,,,,,,,,,,
3/17/21,18,53.8,43.9,0.2,,2.1,,,,,,,,,,,,
3/17/21,14,,91.7,0.6,,0.4,,,7.3,,,,,,,,,
3/17/21,1,10.2,7.1,0.4,81.6,0.8,,,,,,,,,,,,
3/17/21,5,19.0,75.4,,4.9,0.7,,,,,,,,,,,,
3/17/21,2,14.8,5.6,0.2,77.7,1.8,,,,,,,,,,,,
3/17/21,11,7.2,4.8,0.1,84.2,0.1,,,,,3.6,,,,,,,
3/17/21,13,,,,,100.0,,,,,,,,,,,,
3/17/21,13,,,,99.4,0.7,,,,,,,,,,,,
3/17/21,6,2.5,21.3,0.2,75.7,0.2,,,,,,,,,,,,
3/17/21,13,28.3,25.2,0.4,,23.1,,,23.0,,,,,,,,,
3/17/21,14,73.5,26.1,0.3,,0.2,,,,,,,,,,,,
3/17/21,5,37.1,57.1,0.2,,5.6,,,,,,,,,,,,
3/17/21,12,70.6,,22.6,,6.9,,,,,,,,,,,,
3/17/21,8,,,31.0,,69.0,,,,,,,,,,,,
3/18/21,4,4.4,12.2,0.1,74.0,18.6,,2.9,,,,,,,,,,
3/18/21,11,8.4,9.3,0.1,57.9,24.4,,,,,,,,,,,,
3/18/21,16,21.6,10.0,0.2,61.5,6.8,,,0.1,0.0,,,,,,,,
3/18/21,1,8.2,8.4,0.2,78.0,5.2,,,,0.1,,,,,,,,
3/18/21,12,16.3,10.4,0.1,68.2,1.9,,,,,3.2,,,,,,,
3/18/21,6,5.3,32.2,0.1,61.7,0.8,,,,,,,,,,,,
3/18/21,2,37.3,0.8,0.1,61.7,0.1,,,,,,,,,,,,
3/18/21,18,57.8,36.2,0.5,,5.5,,,,,,,,,,,,
3/18/21,5,13.8,24.9,0.1,60.4,0.9,,,,,,,,,,,,
3/18/21,14,,99.0,0.6,,0.4,,,,,,,,,,,,
3/18/21,14,63.6,35.2,0.6,,0.6,,,,,,,,,,,,
3/19/21,8,2.6,4.5,0.1,74.7,18.0,,,,,,,,,,,,
3/19/21,4,,,,,100.0,,,,,,,0.0,,,,,
3/19/21,16,12.1,1.1,0.1,70.6,16.0,,,,0.0,,,,,,,,
3/19/21,6,9.0,31.1,0.1,80.2,68.9,,,,,,,0.0,,,,,
3/19/21,11,4.7,,0.1,88.5,5.9,,,,0.8,,,,,,,,
3/19/21,4,7.4,,0.1,82.1,10.5,,,,,,,,,,,,
3/19/21,2,33.9,18.0,0.1,55.1,0.1,,15.6,,,,10.7,0.0,,,,,
3/19/21,18,78.7,18.0,0.5,,2.8,,,,,,,,,,,,
3/19/21,5,69.8,18.4,,,11.8,,,,,,,,,,,,
3/19/21,14,,97.9,0.5,,0.5,,,1.1,,,,,,,,,
3/19/21,3,60.1,32.3,1.8,,5.8,,,,,,,,,,,,
3/19/21,5,,16.9,,76.0,7.0,,,0.2,,,,,,,,,
3/19/21,6,4.3,5.0,0.1,90.5,0.2,,,,,,,,,,,,
3/19/21,7,40.4,50.1,,,9.3,,,0.2,,,,,,,,,
3/19/21,14,13.4,36.5,0.2,,0.3,,,49.7,,,,,,,,,
3/19/21,5,,,33.3,,66.7,,,,,,,,,,,,
3/19/21,5,69.1,30.3,0.2,,0.4,,,,,,,,,,,,
3/19/21,6,,,15.9,,84.1,,,,,,,,,,,,
3/22/21,12,10.2,17.8,0.1,55.5,16.4,,,0.1,,,,,,,,,
3/22/21,8,,12.4,,,87.6,,,,,,,0.0,,,,,
3/22/21,11,,,,,100.0,,,,,,,,,,,,
3/22/21,6,7.2,23.0,0.1,58.9,10.8,,,,,,,,,,,,
3/22/21,13,16.4,31.6,0.1,42.4,8.9,,,0.7,0.0,,,,,,,,
3/22/21,1,10.1,8.9,0.1,74.9,6.0,,,,,,,,,,,,
3/22/21,11,4.0,,0.1,92.0,4.0,,,,,,,,,,,,
3/22/21,4,,,0.1,85.5,5.2,,3.2,6.0,,,,,,,,,
3/22/21,3,12.4,6.3,,79.4,0.9,,1.0,,0.0,,0.1,0.0,,,,,
3/22/21,16,11.1,8.7,0.1,77.1,2.4,,0.6,,,,,,,,,,
3/22/21,2,33.7,3.7,0.3,62.0,0.3,,,,,,,,,,,,
3/22/21,18,27.5,25.1,0.1,,1.7,,,,,,45.7,,,,,,
3/22/21,5,9.6,19.3,0.0,42.3,1.6,,,,0.3,,26.9,,,,,,
3/22/21,14,,99.5,0.3,,0.2,,,,,,,,,,,,
3/22/21,8,,8.8,0.2,90.8,0.4,,,,,,,,,,,,
3/22/21,14,41.5,58.0,0.2,,0.3,,,,,,,,,,,,
3/22/21,3,,97.5,0.7,,1.9,,,,,,,,,,,,
3/23/21,8,4.7,6.0,0.1,71.7,17.4,,,,,,,,,,,,
3/23/21,12,9.8,13.5,0.1,66.0,10.6,,,,,,,,,,,,
3/23/21,13,16.5,23.1,0.1,44.9,10.7,,,0.2,0.0,,4.5,,,,,,
3/23/21,16,6.4,5.0,0.1,70.5,15.7,,2.3,,,0.0,,,,,,,
3/23/21,1,6.3,9.8,0.1,76.1,7.8,,1.1,,,,29.6,,,,,,
3/23/21,6,1.9,9.9,0.0,26.9,1.7,,,,,,,,59.6,,,,
3/23/21,2,46.2,,0.1,52.6,1.1,,,,,,,,,,,,
3/23/21,18,82.3,9.3,0.9,,7.5,,,,,,,,,,,,
3/23/21,5,11.9,32.8,27.3,53.5,72.7,,,,,,,,,,,,
3/23/21,14,26.1,33.8,2.2,,0.7,,,37.2,,,,,,,,,
3/23/21,7,65.8,6.6,6.1,,20.4,1.1,,,,,,,,,,,
3/23/21,14,70.4,28.0,0.7,,0.9,,,,,,,,,,,,
3/24/21,8,,,,,100.0,,,,,,,0.0,,,,,
3/24/21,12,11.0,1.8,,78.6,4.6,,,3.6,,0.5,,,,,,,
3/24/21,11,9.5,0.4,1.0,48.1,7.5,,,2.5,1.4,,32.2,,,,,,
3/24/21,6,4.7,17.6,0.1,43.1,3.0,,,,0.6,,31.0,,,,,,
3/24/21,1,7.0,3.6,0.2,83.0,6.2,,,,,4.3,,,,,,,
3/24/21,4,5.4,,0.2,83.6,2.9,,7.9,0.1,,,,,,,,,
3/24/21,2,29.5,2.3,0.1,44.3,0.1,,0.7,,,,23.0,,,,,,
3/24/21,8,1.8,16.0,0.1,82.0,0.2,,,,,,,,,,,,
3/24/21,13,13.4,30.4,0.1,55.9,0.1,,,,0.0,,,,,,,,
3/24/21,18,74.9,16.5,0.5,,8.1,,,,,,,,,,,,
3/24/21,5,13.7,26.7,0.0,49.2,1.7,,,,8.7,,,,,,,,
3/24/21,14,14.8,82.5,0.4,,0.4,,,1.9,,,,,,,,,
3/24/21,12,74.3,22.0,0.7,,3.0,,,,,,,,,,,,
3/24/21,14,,97.3,1.2,,1.5,,,,,,,,,,,,
3/25/21,8,28.9,,,,71.1,,,,,,,0.0,,,,,
3/25/21,12,7.3,8.0,0.2,63.3,6.4,,,,,12.8,2.0,,,,,,
3/25/21,11,6.0,,0.2,74.9,19.0,,,,,,,,,,,,
3/25/21,16,6.1,9.3,,69.5,14.4,,,,,,0.8,,,,,,
3/25/21,13,14.3,21.1,0.2,57.9,6.5,,,0.0,,,,,,,,,
3/25/21,6,8.9,17.0,0.1,69.1,4.9,,,,0.1,,,,,,,,
3/25/21,4,,2.1,0.1,93.6,3.7,,,0.6,,,,,,,,,
3/25/21,2,34.4,,0.2,64.1,0.4,,,,0.1,0.9,,,,,,,
3/25/21,8,3.2,2.1,,94.5,0.2,,,,,,,0.0,,,,,
3/25/21,18,48.5,50.2,0.3,,1.0,,,,,,,,,,,,
3/25/21,5,6.8,34.3,0.1,56.0,1.2,,,,1.6,,,,,,,,
3/25/21,14,,97.3,1.2,,1.5,,,,,,,,,,,,
3/25/21,7,84.7,10.6,0.7,,4.0,,,,,,,,,,,,
3/25/21,8,,33.7,1.5,,3.7,,61.0,,,,,,,,,,
3/25/21,14,,95.5,1.9,,2.6,,,,,,,,,,,,
3/25/21,4,,,6.2,,4.9,,,88.9,,,,,,,,,
3/25/21,1,,25.8,2.6,,97.4,,,,,,,,,,,,
3/25/21,8,,4.2,27.3,,72.7,,,,,,,0.0,,,,,
3/25/21,7,,97.7,1.0,,1.3,,,,2.7,,,,,,,,
3/25/21,2,,,30.0,,70.0,,,,,,,,,,,,
3/25/21,6,37.2,53.3,1.8,,7.7,,,,,,,,,,,,
3/25/21,11,,,66.7,,33.3,,,,,,,,,,,,
3/26/21,8,,,,,100.0,,,,,,,0.0,,,,,
3/26/21,12,20.1,8.4,1.2,65.2,5.1,,,,,,,,,,,,
3/26/21,7,,7.3,1.1,75.5,14.7,1.3,,,,,,,,,,,
3/26/21,1,6.4,8.3,0.1,79.2,5.9,,,,0.1,,,,,,,,
3/26/21,6,2.0,29.0,0.2,64.6,4.3,,,,,,,,,,,,
3/26/21,13,43.7,,0.6,,55.6,,,,,,,,,,,,
3/26/21,2,33.5,1.2,0.1,64.4,0.8,,,,,,,,,,,,
3/26/21,16,24.6,4.9,0.1,69.7,0.8,,,,,,,,,,,,
3/26/21,4,,,,,6.3,,93.8,,,,,0.0,,,,,
3/26/21,13,58.7,40.6,,,0.7,,,,,,,0.0,,,,,
3/26/21,18,57.3,40.5,0.6,,1.6,,,,,,,,,,,,
3/26/21,5,12.6,27.9,0.1,58.1,1.3,,,,,,,,,,,,
3/26/21,14,20.3,76.3,0.9,,0.4,,,,2.2,,,,,,,,
3/26/21,4,,,,98.3,1.8,,,,,,,,,,,,
3/26/21,8,2.6,4.5,0.1,92.5,0.3,,,,,,,,,,,,
3/26/21,13,10.7,9.5,0.1,79.6,0.1,,,0.0,,,,,,,,,
3/26/21,4,55.7,,37.0,,7.4,,,,,,,,,,,,
3/26/21,14,30.3,69.1,0.3,,0.3,,,,,,,,,,,,
3/29/21,8,2.4,6.4,0.1,73.4,17.7,,,,,,,,,,,,
3/29/21,4,3.8,,0.1,78.7,16.1,,1.4,,,,,,,,,,
3/29/21,13,,,,,100.0,,,,,,,,,,,,
3/29/21,1,12.1,12.1,0.1,69.5,6.3,,5.2,,1.2,,,,,,,,
3/29/21,16,9.5,14.4,0.1,70.4,5.5,,,,,,,,,,0.1,0.0,
3/29/21,12,19.2,18.3,0.2,62.2,0.2,,,0.0,0.0,,,,,,,,
3/29/21,2,33.5,,0.1,56.9,0.1,,,,9.3,,,,,,,,
3/29/21,7,,29.9,0.3,69.7,0.2,,,,,,,,,,,,
3/29/21,13,11.4,55.2,,,0.8,,,,31.3,1.3,,,,,,,
3/29/21,5,17.0,32.1,22.2,48.9,77.8,,,,0.1,,,,,,,,
3/29/21,14,9.3,90.3,0.2,,0.3,,,,,,,,,,,,
3/29/21,18,67.1,29.5,0.6,,2.9,,,,,,,,,,,,
3/29/21,13,2.9,10.5,0.1,86.2,0.3,,,,,0.0,,,,,,,
3/29/21,14,14.9,84.7,0.3,,0.2,,,,,,,,,,,,
3/30/21,8,2.3,13.3,0.1,67.9,16.4,,4.4,2.6,,,,,,,,,
3/30/21,11,10.5,6.3,0.1,51.8,31.0,,0.4,,,,,,,,,,
3/30/21,6,4.0,35.1,0.1,56.7,4.1,,,,0.0,,,,,,,,
3/30/21,16,8.1,6.5,0.1,49.8,2.6,,,,,,32.9,,,,,,
3/30/21,2,47.0,,0.1,52.2,0.7,,,,,,,,,,,,
3/30/21,1,1.9,12.6,0.1,59.3,0.8,,,0.1,25.3,,,,,,,,
3/30/21,5,17.7,25.2,0.1,55.6,1.4,,,0.0,,,,,,,,,
3/30/21,14,40.8,58.7,0.2,,0.3,,,,,,,,,,,,
3/30/21,18,43.5,54.7,0.2,,1.5,,,,,,,,,,,,
3/30/21,7,57.0,33.1,0.3,,9.6,,,,,,,,,,,,
3/30/21,14,18.4,75.3,0.5,,0.4,,,1.8,3.7,,,,,,,,
3/31/21,8,,11.2,0.1,71.4,17.3,,,,,,,,,,,,
3/31/21,4,,,0.1,80.3,18.1,,,1.5,,,,,,,,,
3/31/21,11,9.6,,0.1,57.8,4.9,,,,3.2,,24.4,,,,,,
3/31/21,13,21.4,14.8,0.1,59.8,3.8,,,,0.1,,,,,,,,
3/31/21,16,,9.7,,,90.3,,,,,,,0.0,,,,,
3/31/21,6,6.2,18.4,0.1,52.6,2.0,,,,0.0,,20.8,,,,,,
3/31/21,2,35.4,1.1,0.2,61.8,1.5,,,,,,,,,,,,
3/31/21,1,7.4,7.8,,83.6,0.5,,,,0.7,,,0.0,,,,,
3/31/21,12,15.3,7.6,0.1,76.8,0.1,,,,,,,,,,,,
3/31/21,5,16.1,19.2,0.1,62.5,2.2,,,,,,,,,,,,
3/31/21,14,26.9,69.6,0.7,,0.5,,,,,2.4,,,,,,,
3/31/21,18,62.6,34.6,0.5,,2.3,,,,,,,,,,,,
3/31/21,16,17.9,0.7,0.1,81.3,0.0,,,,,,,,,,,,
3/31/21,7,74.2,25.1,0.5,,0.2,,,,,,,,,,,,
3/31/21,14,88.0,11.4,0.2,,0.4,,,,,,,,,,,,
3/31/21,1,,,4.1,,96.0,,,,,,,,,,,,
4/1/21,8,11.8,13.5,0.1,69.6,16.8,,,19.5,,,,,,,,,
4/1/21,1,7.9,1.3,,78.7,12.1,,,,,,,0.0,,,,,
4/1/21,6,7.9,22.4,0.1,64.8,4.8,,,,0.1,,,,,,,,
4/1/21,13,19.2,22.4,0.2,54.0,4.1,,,0.1,,,,,0.0,,,,
4/1/21,2,30.7,3.8,0.1,64.8,0.6,,,,,,,,,,,,
4/1/21,12,11.1,17.6,0.1,71.1,0.2,,,,,,,,,,,,
4/1/21,5,16.0,25.2,0.1,57.7,0.8,,,,0.3,,,,,,,,
4/1/21,14,,93.9,3.0,,3.0,,,,,,,,,,,,
4/1/21,18,55.0,43.8,0.3,0.2,0.7,,,,,,,,,,,,
4/1/21,4,,,7.9,,5.3,,,86.8,,,,,,,,,
4/1/21,14,,97.1,1.7,,1.2,,,,,,,,,,,,
4/2/21,8,,12.5,0.1,70.4,17.1,,,,,,,,,,,,
4/2/21,11,9.4,,,78.8,11.8,,,,,,,,,,,,
4/2/21,6,5.4,26.2,0.1,63.6,4.6,,,,,,,,,,,,
4/2/21,1,6.3,10.9,0.6,76.4,5.8,,,,,,35.7,,,,,,
4/2/21,12,,64.8,,,34.2,,,1.0,,,,0.0,,,,,
4/2/21,2,41.6,,0.1,58.0,0.3,,,,,,,,,,,,
4/2/21,5,15.8,18.2,0.1,65.6,0.3,,,0.1,,,,,,,,,
4/2/21,14,,99.4,0.2,,0.4,,,,,,,,,,,,
4/2/21,18,98.9,,0.5,,0.5,,,,,,,,,,,,
4/2/21,12,22.9,7.3,0.7,68.7,0.3,,,,,,,,,,,,
4/2/21,4,2.1,,0.1,97.7,0.2,,,,,,,,,,,,
4/2/21,11,29.1,40.5,5.5,,24.9,,,,,,,,,,,,
4/2/21,13,7.5,9.3,0.9,,7.4,,,0.1,74.9,,,,,,,,
4/2/21,14,92.4,6.9,0.4,,0.4,,,,,,,,,,,,
4/5/21,8,,6.8,,74.9,18.3,,,,,,,0.0,,,,,
4/5/21,16,10.8,7.8,0.1,50.4,30.8,,0.1,,,,,,,,,,
4/5/21,12,14.6,16.3,0.1,61.3,7.8,,,,,,,,,,,,
4/5/21,11,2.1,,0.0,65.2,32.2,,0.5,,,,,,,,,,
4/5/21,7,,5.1,0.4,73.3,21.1,,,0.1,,,,,,,,,
4/5/21,6,3.0,47.4,0.1,46.1,3.5,,,,0.0,,,,,,,,
4/5/21,13,,,,,100.0,,,,,,,0.0,,,,,
4/5/21,2,33.2,,0.2,66.3,0.3,,,,,,,,,,,,
4/5/21,5,18.4,29.3,0.0,50.7,1.5,,,,0.0,,,,,,,,
4/5/21,14,8.6,91.0,0.2,,0.2,,,,,,,,,,,,
4/5/21,13,13.4,22.9,0.0,60.3,3.4,,,,0.0,,,,,,,,
4/5/21,18,32.4,59.7,0.8,,7.1,,,,,,,,,,,,
4/5/21,8,,61.6,0.6,,2.7,,35.1,,,,,,,,,,
4/5/21,14,,99.6,0.1,,0.3,,,,,,,,,,,,
4/6/21,8,2.2,5.6,0.3,73.9,18.0,,,,,,,,,,,,
4/6/21,16,11.4,10.6,,47.6,30.4,,,,,,0.1,,,,,,
4/6/21,12,3.3,27.2,1.2,58.1,2.6,,,,,,,,,,7.7,,
4/6/21,13,32.8,19.4,0.2,41.7,6.0,,,0.1,0.1,,,,,,,,
4/6/21,6,4.2,16.7,0.1,39.3,2.2,,,,,,37.5,,,,,,
4/6/21,4,32.9,1.2,66.7,66.0,33.3,,,,,,1.9,,,,,,
4/6/21,4,,,0.1,85.1,0.1,,1.8,0.5,,,,,,,12.5,,
4/6/21,5,8.0,18.6,0.1,37.8,0.9,,,,,,34.7,,,,,,
4/6/21,14,68.5,30.8,0.4,,0.3,,,,,,,,,,,,
4/6/21,18,65.6,32.5,0.4,,1.5,,,,,,,,,,,,
4/6/21,7,77.2,,4.3,,18.6,,,,,,,,,,,,
4/6/21,13,,,4.9,,95.1,,,,,,,,,,,,
4/6/21,14,66.2,31.0,1.4,,1.4,,,,,,,,,,,,
4/6/21,14,94.4,,62.5,,37.5,,,,,,,,,,,,
4/6/21,4,,80.5,13.8,,86.2,,,,,,,,,,,,
4/6/21,7,51.8,14.5,66.7,,33.3,,,1.7,,,,,,,,,
4/6/21,13,36.4,82.8,7.7,,55.9,,,,,,,0.0,,,,,
4/6/21,2,,,100.0,,0.0,,,,,,,,,,,,
4/6/21,8,,,44.4,,55.6,,,,,,,,,,,,
4/7/21,8,2.2,7.2,0.1,72.9,17.4,,0.2,,,,,,,,,,
4/7/21,12,11.6,18.1,0.1,67.6,2.7,,,0.0,,,,,,,,,
4/7/21,6,5.9,29.2,0.1,61.6,3.2,,,,,,,,,,,,
4/7/21,1,,,2.2,,97.8,,,,,,,,,,,,
4/7/21,11,19.5,0.6,0.1,77.8,1.9,,0.2,,,,,,,,,,
4/7/21,2,30.5,2.9,0.3,65.3,0.5,,0.6,,,,,,,,,,
4/7/21,16,25.2,11.5,0.1,62.9,0.3,,,,,,,,,,,,
4/7/21,4,,,,99.4,0.1,,,0.5,,,,0.0,,,,,
4/7/21,1,5.4,8.3,0.2,86.0,0.1,,,,0.1,,,,,,,,
4/7/21,5,10.3,24.3,0.1,64.0,1.3,,,,,,,,,,,,
4/7/21,14,,93.5,0.7,,0.9,,,4.9,,,,,,,,,
4/7/21,7,,21.1,0.8,75.6,2.5,,,,,,,,,,,,
4/7/21,18,53.9,45.0,0.4,,0.7,,,,,,,,,,,,
4/7/21,14,31.7,66.0,0.5,,1.0,,,0.8,,,,,,,,,
4/7/21,5,61.3,37.8,,,0.6,,,0.3,,,,0.0,,,,,
4/7/21,4,,,60.0,,40.0,,,,,,,,,,,,
4/8/21,8,,6.1,0.1,75.4,18.4,,,,,,,,,,,,
4/8/21,12,16.6,12.3,0.1,62.1,7.1,,1.5,0.0,,0.4,,,,,,,
4/8/21,16,,,,,100.0,,,,,,,,,,,,
4/8/21,6,1.8,49.8,0.0,45.2,3.2,,,,,,,,,,,,
4/8/21,13,11.1,25.4,0.1,58.1,5.0,,0.0,0.1,0.1,,,,,,,,
4/8/21,2,28.1,,0.2,68.0,3.7,,,,,,,,,,,,
4/8/21,4,,,0.1,97.0,2.9,,,0.0,,,,,,,,,
4/8/21,5,14.3,37.4,0.0,47.1,1.2,,,0.0,,,,,,,,,
4/8/21,14,37.3,61.2,0.5,,0.6,,,0.6,,,,,,,,,
4/8/21,18,64.4,31.3,0.4,,3.9,,,,,,,,,,,,
4/8/21,14,33.8,65.5,0.3,,0.3,,,,,,,,,,,,
4/9/21,8,,10.8,0.1,72.0,17.2,,,,,,,,,,,,
4/9/21,12,9.3,13.3,0.1,69.2,1.6,,4.1,,,2.5,,,,,,,
4/9/21,1,8.7,5.2,0.2,79.7,6.2,,,,,,,,,,,,
4/9/21,6,3.0,44.9,0.0,48.8,3.2,,,,,,,,,,,,
4/9/21,4,,,0.1,94.2,4.5,,0.4,0.8,,,,,,,,,
4/9/21,13,20.3,5.6,0.1,72.0,2.0,,,0.0,0.0,,,,,,,,
4/9/21,2,33.0,,0.2,66.7,0.1,,,,,,,,,,,,
4/9/21,5,15.1,32.2,0.0,50.6,2.1,,,0.1,,,,,,,,,
4/9/21,14,24.4,75.1,0.2,,0.3,,,,,,,,,,,,
4/9/21,18,55.5,40.0,0.2,,4.3,,,,,,,,,,,,
4/9/21,14,15.8,83.0,0.4,,0.5,,,,0.4,,,,,,,,
4/12/21,8,2.0,7.4,0.1,62.1,15.0,,,,,,13.5,,,,,,
4/12/21,4,6.3,,0.2,92.3,1.2,,,0.1,,,,,,,,,
4/12/21,6,5.2,47.5,0.1,44.1,3.1,,,,,,,,,,,,
4/12/21,1,10.4,18.9,0.1,67.1,3.4,,,0.1,,,,,,,,,
4/12/21,11,12.0,4.9,,80.7,2.4,,,,,,,0.0,,,,,
4/12/21,12,7.5,17.6,0.3,74.6,0.4,,,0.8,,,,0.0,,,,,
4/12/21,3,6.9,24.4,0.1,67.1,0.3,,1.1,,0.0,,,,,,,,
4/12/21,5,12.3,35.1,0.1,51.8,0.8,,,,,,,,,,,,
4/12/21,14,42.3,48.0,0.1,,0.2,,,,0.8,8.6,,,,,,,
4/12/21,18,39.8,58.5,0.7,,0.9,,,0.1,,,,,,,,,
4/12/21,14,41.8,57.4,0.4,,0.4,,,,,,,,,,,,
4/12/21,11,67.0,,1.9,,16.9,,,,,14.2,,,,,,,
4/12/21,12,,77.9,4.8,,100.0,,,,,,,,,,,,
4/13/21,12,18.2,21.7,0.1,58.0,2.0,,,,,,,,,,,,
4/13/21,4,2.5,,1.6,90.9,0.1,,4.8,0.2,,,,,,,,,
4/13/21,1,8.0,1.1,0.1,84.6,6.2,,,,,,,,,,,,
4/13/21,16,1.8,5.9,,85.7,6.5,,,,,,,0.0,,,,,
4/13/21,11,9.4,,0.2,89.4,1.3,,,0.4,,,,0.0,,,,,
4/13/21,3,,58.5,,,41.5,,,,,,,0.0,,,,,
4/13/21,5,13.0,33.8,0.0,52.2,0.9,,,0.0,0.0,,,,,,,,
4/13/21,14,,96.7,0.2,,0.3,,,2.5,0.4,,,,,,,,
4/13/21,3,3.8,11.6,0.1,84.2,0.3,,,,,,,0.0,,,,,
4/13/21,18,37.8,58.4,0.3,,3.6,,,,,,,,,,,,
4/13/21,11,,,,,30.4,,,,,69.6,,0.0,,,,,
4/13/21,16,43.7,20.7,,,20.7,,,14.1,,,,0.0,0.9,,,,
4/13/21,3,,,,,100.0,,,,,,,0.0,,,,,
4/13/21,3,,,,,100.0,,,,,,,0.0,,,,,
4/13/21,11,82.2,,,,15.5,,,2.4,,,,,,,,,
4/13/21,16,95.6,,,,4.4,,,,,,,0.0,,,,,
4/13/21,3,28.0,57.2,,,0.5,,14.3,,0.1,,,0.0,,,,,
4/13/21,14,63.5,35.1,0.6,,0.4,,,,0.4,,,,,,,,
4/13/21,11,,,67.0,,8.9,24.1,,,,,,,,,,,
4/13/21,16,,,25.0,,75.0,,,,,,,,,,,,
4/14/21,12,4.4,19.9,0.1,61.6,6.8,,7.2,0.0,,,,,,,,,
4/14/21,4,8.9,,0.1,83.1,0.1,,,7.8,,,,,,,,,
4/14/21,6,1.7,47.7,0.1,47.2,3.3,,,,,,,,,,,,
4/14/21,16,56.4,10.4,,,33.2,,,,,,,0.0,,,,,
4/14/21,1,7.6,13.5,0.1,74.5,4.3,,,,0.0,0.0,,,,,,,
4/14/21,11,88.5,,,,11.5,,,,,,,0.0,,,,,
4/14/21,2,33.4,,0.2,66.2,0.2,,,,,,,,,,,,
4/14/21,13,47.3,49.1,,,3.6,,,,,,,0.0,,,,,
4/14/21,5,,90.6,,,9.4,,,,,,,0.0,,,,,
4/14/21,14,15.3,84.0,0.3,,0.4,,,0.0,,,,,,,,,
4/14/21,13,,94.8,,,5.2,,,,,,,,,,,,
4/14/21,18,68.7,27.0,0.8,,3.5,,,,,,,,,,,,
4/14/21,11,,,,,100.0,,,,,,,0.0,,,,,
4/14/21,16,9.8,5.6,0.1,82.6,1.8,,,,,,,,,,,,
4/14/21,13,,61.9,,,38.1,,,,,,,,,,,,
4/14/21,5,,,20.0,,80.0,,,,,,,,,,,,
4/14/21,5,13.0,26.9,0.1,58.7,1.3,,,,,,,,,,,,
4/14/21,13,97.8,93.2,,,6.0,,,0.9,,,,0.0,,,,,
4/14/21,13,,,,99.8,0.2,,,,,,,,,,,,
4/14/21,11,3.2,,,96.6,0.3,,,,,,,,,,,,
4/14/21,13,,,,,100.0,,,,,,,,,,,,
4/14/21,13,,35.2,,,64.8,,,,,,,0.0,,,,,
4/14/21,11,,,,,100.0,,,,,,,0.0,,,,,
4/14/21,14,61.8,37.2,0.3,,0.6,,,0.1,,,,,,,,,
4/14/21,11,,,,,100.0,,,48.7,,,,0.0,,,,,
4/14/21,11,96.2,,,,3.9,,,,,,,0.0,,,,,
4/14/21,13,,97.2,,,2.8,,,,,,,0.0,,,,,
4/14/21,11,91.1,,3.6,,5.4,,,,,,,,,,,,
4/14/21,13,,,1.1,,1.6,,,,,97.3,,,,,,,
4/14/21,13,88.6,,4.3,,7.1,,,,,,,,,,,,
4/15/21,4,10.6,,0.1,85.8,2.4,,0.8,0.4,,,,,,,,,
4/15/21,12,17.4,9.1,0.1,70.0,1.1,,2.3,0.0,,,,,,,,,
4/15/21,16,,,,,100.0,,,,,,,,,,,,
4/15/21,16,23.1,6.7,0.1,61.6,8.5,,,,,,,,,,,,
4/15/21,1,8.6,2.0,0.1,84.6,4.7,,,,0.1,,,,,,,,
4/15/21,2,30.2,,0.8,66.3,2.8,,,,,,,,,,,,
4/15/21,11,16.9,5.8,0.1,76.8,0.3,,,,,,,,,,,,
